0,1,2,3,4,5,6,7,8,9,10,11,12
Saffron Vegetarian Cuisine,Time:  (Opens at 07:00 PM)Sunday12:00 PM to 03:30 PMSunday07:00 PM to 11:00 PMMonday12:00 PM to 03:30 PMMonday07:00 PM to 11:00 PMTuesday12:00 PM to 03:30 PMTuesday07:00 PM to 11:00 PMWednesday12:00 PM to 03:30 PMWednesday07:00 PM to 11:00 PMThursday12:00 PM to 03:30 PMThursday07:00 PM to 11:00 PMFriday12:00 PM to 03:30 PMFriday07:00 PM to 11:00 PMSaturday12:00 PM to 03:30 PMSaturday07:00 PM to 11:00 PM,"['North Indian', 'Italian', 'Chinese', 'Mexican']","Dineout Pay, Casual Dining",800 for two people,"Biryani, Rice, Masala Papad, Salad, Pasta, Palak Paneer, Garlic Naan","['Air Conditioned', 'Home Delivery', 'Parking', 'Cards Accepted']",49 Votes,13 Reviews,4.2,,,
Linto Coffe,Time: 10:00 AM to 11:00 PM ,"['Continental', 'Beverages']","Cafe, Dineout Pay","1,000 for two people",,"['Smoking Area', 'Air Conditioned', 'Home Delivery', 'Cards Accepted', 'Outdoor Seating', 'Wallet Accepted']",,,4.7,,,
Cafe Noir,Time: 11:00 AM to 11:00 PM ,"['Continental', 'French']","Fine Dining, Cafe, Dineout Pay, Bakery, Dessert Parlour","1,200 for two people",,['Cards Accepted'],,,4,,,
Naga's,Time: 12:00 PM to 10:00 PM ,"['Andhra', 'Biryani']","Dineout Pay, Food Court",500 for two people,,"['Air Conditioned', 'Lift', 'Wifi', 'Home Delivery', 'Parking', 'Wallet Accepted']",,,,,,
Kenzai,Time: 11:00 AM to 11:00 PM ,"['Chinese', 'Japanese', 'Korean', 'Asian']","Dineout Pay, Casual Dining","1,500 for two people",,"['Air Conditioned', 'Lift', 'Home Delivery', 'Parking', 'Cards Accepted', 'Wallet Accepted']",37 Votes,13 Reviews,3.6,,,
Corner 54,Time: 11:30 AM to 12:30 AM ,"['Continental', 'North Indian']","Lounge, Dineout Pay, Casual Dining","1,600 for two people",,"['Smoking Area', 'Lift', 'Wifi', 'Valet Available', 'Serves Alcohol', 'Differently Abled Friendly', 'Live Performance', 'Cards Accepted', 'Full Bar Available', 'Candle Light Dinner', 'Outdoor Seating', 'Roof Top', 'Wallet Accepted']",,,4.2,,,
Hunger Camp,Time:  (Opens at 07:00 PM)Sunday11:30 AM to 04:00 PMSunday07:00 PM to 11:00 PMMonday11:30 AM to 04:00 PMMonday07:00 PM to 11:00 PMTuesday11:30 AM to 04:00 PMTuesday07:00 PM to 11:00 PMWednesday11:30 AM to 04:00 PMWednesday07:00 PM to 11:00 PMThursday11:30 AM to 04:00 PMThursday07:00 PM to 11:00 PMFriday11:30 AM to 04:00 PMFriday07:00 PM to 11:00 PMSaturday11:30 AM to 04:00 PMSaturday07:00 PM to 11:00 PM,"['North Indian', 'Chinese', 'Biryani', 'Beverages']","Dineout Pay, Casual Dining",600 for two people,"Tandoori Chicken, Dal Makhani, Chicken Biryani, Neer Dosa, Fish, Mutton Biryani, Chilli Mushroom.","['Air Conditioned', 'Wifi', 'Parking', 'Cards Accepted', 'Live Screening', 'Wallet Accepted']",98 Votes,16 Reviews,4.3,,,
The Elephant Bowl Resto Cafe,Time: 11:00 AM to 11:00 PM ,"['Italian', 'Continental', 'Fast Food']","Cafe, Dineout Pay",500 for two people,"Chicken Steak, Pastas, Cheesecake, Waffle, Wings, Burgers.","['Air Conditioned', 'Home Delivery', 'Cards Accepted', 'Wallet Accepted']",,,5,,,
Chin Lung Restobar,Time: 12:00 PM to 01:00 AM ,"['Chinese', 'Continental', 'North Indian']","Dineout Pay, Casual Dining, Nightlife, Bar","1,200 for two people","BBQ Pizza, Buffalo Wings, Dragon Chicken, Butter Chicken Pizza, Murgh Ghee Roast, Chicken Hakka Noodles.","['Smoking Area', 'Air Conditioned', 'Lift', 'Parking', 'Cards Accepted', 'Full Bar Available', 'Outdoor Seating', 'Roof Top', 'Live Screening', 'Wallet Accepted']",113 Votes,22 Reviews,3.9,,,
Mad Over Donuts,Time: 10:00 AM to 10:00 PM ,"['Desserts', 'Beverages']","Dineout Pay, Dessert Parlour",500 for two people,,"['Air Conditioned', 'Lift', 'Home Delivery', 'Parking', 'Cards Accepted', 'Wallet Accepted']",,,,,,
Maxims,Time: 12:00 PM to 11:00 PM ,"['North Indian', 'Continental', 'Asian']","Dineout Pay, Casual Dining","1,100 for two people","Cheese Bombs, Chicken Tikka Spring Rolls, Nasi Goreng, Dal Makhni","['Air Conditioned', 'Wifi', 'Valet Available', 'Serves Alcohol', 'Parking', 'Differently Abled Friendly', 'Cards Accepted']",12 Votes,2 Reviews,4.2,,,
Empire Restaurant,Time: 11:00 AM to 02:00 AM ,"['Hyderabadi', 'South Indian', 'Chinese', 'North Indian']","Dineout Pay, Casual Dining",800 for two people,,"['Air Conditioned', 'Lift', 'Wifi', 'Parking', 'Cards Accepted', 'Wallet Accepted']",,,,,,
Fujian Express,Time: 12:00 PM to 10:00 PM ,"['Fast Food', 'Chinese']","Dineout Pay, Food Court",500 for two people,,"['Air Conditioned', 'Lift', 'Wifi', 'Home Delivery', 'Parking', 'Wallet Accepted']",,,,,,
Indulge By HOC,Time:  (Opens at 06:00 PM)Sunday06:00 PM to 01:00 AMFriday06:00 PM to 01:00 AMSaturday06:00 PM to 01:00 AM,"['Continental', 'Asian', 'Finger Food']","Dineout Pay, Nightlife","2,400 for two people","Falafel In Pita, Wok Tossed Calamari, Greek Loaded Potatoes, Murg Nawabi Tangri, Nutella Cake, Heirloom Beetroot , Orange Feta Salad.","['Smoking Area', 'Air Conditioned', 'DJ', 'Lift', 'Wifi', 'Valet Available', 'Serves Alcohol', 'Parking', 'Cards Accepted', 'Dance Floor', 'Live Screening']",,,2.7,,,
Cookie Man,Time: 10:00 AM to 10:00 PM ,"['Desserts', 'Beverages']","Dineout Pay, Bakery",300 for two people,,"['Air Conditioned', 'Home Delivery', 'Parking', 'Cards Accepted', 'Wallet Accepted']",,,,,,
Onesta,Time: 12:30 PM to 10:30 PM ,"['Pizza', 'Continental', 'Fast Food']",QSR,800 for two people,"Oreo Delight, Apple Pie, Stuffed Pizza, Bbq Chicken, Ravioli, Mojito, Paneer Tikka Pizza.","['Air Conditioned', 'Valet Available', 'Home Delivery', 'Parking', 'Cards Accepted', 'Live Screening', 'Wallet Accepted']",67 Votes,17 Reviews,4.2,,,
Lounge 189 Resto Bar,Time: 11:30 AM to 01:00 AM ,"['Finger Food', 'North Indian', 'Chinese', 'Continental']","Lounge, Nightlife","2,000 for two people","Chilly Prawns, Silicon's Chicken Pepper Fry, Fish N Chips, Mutton Lal Mash, Murgh Biryani","['Smoking Area', 'Air Conditioned', 'Valet Available', 'Parking', 'Cards Accepted', 'Full Bar Available', 'Outdoor Seating', 'Roof Top', 'Wallet Accepted']",12 Votes,1 Reviews,4,,,
Slay Coffee Bar,Time: 07:00 AM to 01:00 AM ,"['Beverages', 'Fast Food', 'Desserts']","Cafe, Dineout Pay",400 for two people,,"['Air Conditioned', 'Home Delivery', 'Cards Accepted']",,,,,,
Levitate Brewery and Kitchen,Time: 12:00 PM to 12:00 AM ,"['North Indian', 'Continental']","Nightlife, Microbrewery","2,300 for two people","Tandoori Salad, Tulsi Paneer Tikka, lasooni Murgh, Boti Kebab.","['Smoking Area', 'DJ', 'Lift', 'Wifi', 'Serves Alcohol', 'Parking', 'Live Performance', 'Cards Accepted', 'Outdoor Seating', 'Roof Top', 'Live Screening', 'Wallet Accepted']",256 Votes,27 Reviews,4.3,,,
Thanco's Natural Ice Cream,Time: 11:00 AM to 11:00 PM ,['Desserts'],"Dineout Pay, Dessert Parlour",300 for two people,,"['Home Delivery', 'Cards Accepted', 'Wallet Accepted']",20 Votes,4 Reviews,3.9,,,
Subway,Time: 11:00 AM to 11:00 PM ,"['Fast Food', 'Health Food']","Dineout Pay, Food Court",500 for two people,,"['Air Conditioned', 'Lift', 'Home Delivery', 'Parking', 'Differently Abled Friendly', 'Cards Accepted', 'Wallet Accepted']",3 Votes,2 Reviews,4.3,,,
Singapore Street,Time:  (Opens at 06:30 PM)Sunday12:00 PM to 03:30 PMSunday06:30 PM to 10:30 PMMonday12:00 PM to 03:30 PMMonday06:30 PM to 10:30 PMTuesday12:00 PM to 03:30 PMTuesday06:30 PM to 10:30 PMWednesday12:00 PM to 03:30 PMWednesday06:30 PM to 10:30 PMThursday12:00 PM to 03:30 PMThursday06:30 PM to 10:30 PMFriday12:00 PM to 03:30 PMFriday06:30 PM to 10:30 PMSaturday12:00 PM to 03:30 PMSaturday06:30 PM to 10:30 PM,"['Singaporean', 'Thai']","Dineout Pay, Casual Dining",800 for two people,,"['Home Delivery', 'Cards Accepted', 'Wallet Accepted']",1 Votes,No Reviews,4.5,,,
Venus Bar & Restaurant,Time: 11:00 AM to 11:00 PM ,"['North Indian', 'Chinese', 'Fast Food']","Dineout Pay, Casual Dining",500 for two people,,"['Air Conditioned', 'Home Delivery', 'Serves Alcohol', 'Cards Accepted']",44 Votes,4 Reviews,4.4,,,
The Studs Sports Bar and Grill,Time: 12:00 PM to 12:00 AM ,"['Mexican', 'Continental', 'Fast Food', 'North Indian']","Dineout Pay, Casual Dining","1,000 for two people",,"['Air Conditioned', 'DJ', 'Valet Available', 'Serves Alcohol', 'Parking', 'Cards Accepted', 'Dance Floor', 'Wallet Accepted']",1 Votes,No Reviews,4,,,
Thanco's Natural Ice Cream,Time: 11:00 AM to 11:00 PM ,['Desserts'],"Dineout Pay, Dessert Parlour",300 for two people,,"['Smoking Area', 'Air Conditioned', 'Home Delivery', 'Cards Accepted', 'Wallet Accepted']",1 Votes,1 Reviews,5,,,
Chaatimes,Time: 12:00 PM to 11:00 PM ,['Street Food'],"Dineout Pay, QSR",200 for two people,,"['Home Delivery', 'Wallet Accepted']",,,,,,
Cafe Petriqor,Time: 10:00 AM to 10:30 PM ,"['Continental', 'Italian', 'Asian', 'Beverages']","Cafe, Dineout Pay","1,000 for two people",,"['Air Conditioned', 'Home Delivery', 'Parking', 'Cards Accepted', 'Wallet Accepted']",,,4.8,,,
The Coorg Food Co.,Time: 11:00 AM to 11:00 PM ,['South Indian'],Dineout Pay,600 for two people,"Pandi Curry, Tender Coconut Pudding, Chocolate Mousse, Ghee Rice, Pork Curry, Bella Coffee, Pork Fry.","['Air Conditioned', 'Lift', 'Home Delivery', 'Parking', 'Cards Accepted']",4 Votes,3 Reviews,4.7,,,
Just Shawarma,Time: 12:30 PM to 10:00 PM ,"['Lebanese', 'Fast Food']","Dineout Pay, QSR",300 for two people,"Whole Meat Value Meal, Just Chicken Fries Combo, Falafel Value Meal, Whole Meat Value Meal, Malgoum Value Meal.","['Home Delivery', 'Cards Accepted', 'Wallet Accepted']",6 Votes,1 Reviews,1.8,,,
Mainland China,Time:  (Opens at 07:00 PM)Sunday12:00 PM to 03:30 PMSunday07:00 PM to 11:00 PMMonday12:00 PM to 03:30 PMMonday07:00 PM to 11:00 PMTuesday12:00 PM to 03:30 PMTuesday07:00 PM to 11:00 PMWednesday12:00 PM to 03:30 PMWednesday07:00 PM to 11:00 PMThursday12:00 PM to 03:30 PMThursday07:00 PM to 11:00 PMFriday12:00 PM to 03:30 PMFriday07:00 PM to 11:00 PMSaturday12:00 PM to 03:30 PMSaturday07:00 PM to 11:00 PM,"['Chinese', 'Asian']","Dineout Pay, Casual Dining","1,200 for two people","Dimsums, Jumbo Platter.","['Air Conditioned', 'Lift', 'Home Delivery', 'Parking', 'Cards Accepted', 'Wallet Accepted']",229 Votes,31 Reviews,4.3,,,
Rusty's,Time: 11:00 AM to 10:30 PM ,"['Continental', 'Fast Food', 'American', 'Italian']","Cafe, Dineout Pay","1,100 for two people","Dessert Counter, Cappuccino, Grilled Chicken Steak, Butter Garlic Prawns, Hot Chocolate.","['Home Delivery', 'Cards Accepted', 'Outdoor Seating', 'Wallet Accepted']",24 Votes,6 Reviews,4.3,,,
Casa Piccosa,Time: 12:00 PM to 01:00 AM ,"['North Indian', 'Chinese', 'Continental', 'Fast Food']","Dineout Pay, Nightlife","1,300 for two people",,"['Air Conditioned', 'Lift', 'Serves Alcohol', 'Parking', 'Differently Abled Friendly', 'Cards Accepted', 'Outdoor Seating', 'Live Screening', 'Wallet Accepted']",202 Votes,22 Reviews,4.2,,,
Flyover Drinkery,Time: 12:00 PM to 12:00 AM ,"['Continental', 'Fusion', 'Italian']","Dineout Pay, Bar","1,500 for two people","Pizza, Dessert, Starters, Nachos, Cheesecake, Drinks, Cocktails.","['Smoking Area', 'Lift', 'Parking', 'Live Performance', 'Cards Accepted', 'Full Bar Available', 'Dance Floor', 'Outdoor Seating', 'Roof Top', 'Live Screening']",149 Votes,22 Reviews,4.3,,,
Wow! Momo,Time: 11:00 AM to 10:30 PM ,"['Tibetan', 'Fast Food']","Dineout Pay, Food Court",400 for two people,"Chicken Cheese Pan Fried Momos, Chicken Cheese Chili Momos, Corn Cheese Pan Fried Momos, Corn Cheese Chili Momos, Chicken Cheesy Moburg.","['Air Conditioned', 'Lift', 'Wifi', 'Home Delivery', 'Parking', 'Cards Accepted', 'Wallet Accepted']",10 Votes,No Reviews,2.5,,,
Zodiac Bar & Kitchen,Time: 12:00 PM to 12:00 AM ,"['North Indian', 'Italian', 'Chinese']","Dineout Pay, Casual Dining","1,500 for two people",,"['Smoking Area', 'Air Conditioned', 'Serves Alcohol', 'Parking', 'Cards Accepted', 'Outdoor Seating', 'Wallet Accepted']",,,4.3,,,
Pingara,Time: 11:00 AM to 11:30 PM ,"['North Indian', 'Chinese']","Dineout Pay, Casual Dining","1,200 for two people","Chicken Biryani, Chicken Kabab, Chilli Chicken, Paneer Tikka, Masala Papad, Crab Ghee Roast.","['Air Conditioned', 'Home Delivery', 'Serves Alcohol', 'Cards Accepted', 'Live Screening', 'Wallet Accepted']",18 Votes,6 Reviews,3.5,,,
Pizza Hut,Time: 11:00 AM to 11:00 PM ,"['Pizza', 'Fast Food']",QSR,800 for two people,,"['Air Conditioned', 'Home Delivery', 'Cards Accepted', 'Wallet Accepted']",5 Votes,1 Reviews,4.4,,,
Saaga,Time: 12:00 PM to 10:00 PM ,"['North Indian', 'Chinese', 'Thai']","Dineout Pay, Casual Dining","1,500 for two people",,"['Air Conditioned', 'Wifi', 'Valet Available', 'Serves Alcohol', 'Parking', 'Differently Abled Friendly', 'Cards Accepted', 'Live Screening']",164 Votes,22 Reviews,4.2,,,
Limitless Bar & Kitchen,Time: 12:00 PM to 11:00 PM ,"['Chinese', 'Continental', 'North Indian']","Dineout Pay, Casual Dining","1,200 for two people","Steaks, Sizzler, Burger, Pasta, Cheesecake","['Smoking Area', 'Air Conditioned', 'Lift', 'Valet Available', 'Home Delivery', 'Serves Alcohol', 'Differently Abled Friendly', 'Cards Accepted', 'Wallet Accepted']",10 Votes,No Reviews,4.4,,,
Fattoush,Time: 12:30 PM to 12:00 AM ,"['Chinese', 'Arabian', 'North Indian']","Dineout Pay, Casual Dining","1,000 for two people","Crispy Chilli Potatoes, Mutton Roganjosh, Butter Chicken Biryani, Crispy Chilli Babycorn, Chicken Grill, Tandoori Chicken.","['Smoking Area', 'Air Conditioned', 'Lift', 'Valet Available', 'Home Delivery', 'Parking', 'Differently Abled Friendly', 'Cards Accepted', 'Wallet Accepted']",387 Votes,55 Reviews,4.2,,,
Basil Bistro,Time: 11:30 AM to 11:00 PM ,"['Continental', 'Italian', 'Asian', 'North Indian', 'Pizza']","Dineout Pay, Casual Dining","1,800 for two people","Mushroom Soups, Chicken Satay, BBQ Chicken, Fish And Chips, Smoked Salmon.","['Air Conditioned', 'Wifi', 'Serves Alcohol', 'Parking', 'Cards Accepted', 'Live Screening', 'Wallet Accepted']",10 Votes,2 Reviews,4.1,,,
Taco Bell,Time: 11:00 AM to 11:00 PM ,['Tex Mex'],"Dineout Pay, Food Court",500 for two people,"Naked Chicken Taco, Cheese Double Decker, Tikka Masala Burrito, Bell Rice Bowl, Cheesy Gordita.","['Air Conditioned', 'Lift', 'Home Delivery', 'Parking', 'Cards Accepted', 'Wallet Accepted']",10 Votes,1 Reviews,4.2,,,
Hangover,Time: 12:00 PM to 12:00 AM ,"['Asian', 'Fast Food']","Dineout Pay, Nightlife","1,500 for two people","Chicken Gyoza DImsum, Crispy Corn Bird Eye Chilli, Chicken Karpow, Butter Chicken Biryani, Malabar Smoked Prawns, Chicken Gyoza DImsum, Crispy Corn Bird Eye Chilli,   Chicken Karpow,   Butter Chicken Biryani,   Malabar Smoked Prawns","['Smoking Area', 'Air Conditioned', 'DJ', 'Lift', 'Wifi', 'Valet Available', 'Serves Alcohol', 'Parking', 'Differently Abled Friendly', 'Live Performance', 'Cards Accepted', 'Outdoor Seating', 'Roof Top', 'Live Screening', 'Wallet Accepted']",220 Votes,23 Reviews,4,,,
Kanti Sweets,Time: 09:30 AM to 10:00 PM ,['Desserts'],QSR,500 for two people,,"['Air Conditioned', 'Home Delivery', 'Cards Accepted', 'Outdoor Seating', 'Wallet Accepted']",1 Votes,No Reviews,4.3,,,
Lakeview Milk Bar,Time: 10:30 AM to 12:00 AM ,"['Continental', 'Desserts']","Cafe, Dineout Pay",700 for two people,,"['Smoking Area', 'Wifi', 'Home Delivery', 'Cards Accepted', 'Outdoor Seating', 'Wallet Accepted']",1 Votes,No Reviews,5,,,
Cafe Noir,Time: 11:00 AM to 11:00 PM ,"['Continental', 'French', 'Desserts']","Dineout Pay, Casual Dining","1,500 for two people",,"['Air Conditioned', 'Parking', 'Differently Abled Friendly', 'Cards Accepted', 'Outdoor Seating']",,,,,,
Sandwichwallas,Time: 11:00 AM to 11:00 PM ,"['Pizza', 'Fast Food']","Dineout Pay, QSR",300 for two people,"Club Sandwich, Cheese Chilli Sandwich, Veg Burger, Potato Wedges, Cheese Garlic Bread.","['Home Delivery', 'Cards Accepted', 'Wallet Accepted']",,,1,,,
Karnatic,Time: 12:00 PM to 11:00 PM ,"['Chettinad', 'Kerala', 'Andhra', 'Mangalorean', 'South Indian']","Dineout Pay, Casual Dining","1,000 for two people","Mutton Nalli Soup, Naati Koli Saru, Mutton Biryani, Masala Papad.","['Smoking Area', 'Air Conditioned', 'Lift', 'Wifi', 'Valet Available', 'Home Delivery', 'Parking', 'Cards Accepted', 'Wallet Accepted']",88 Votes,20 Reviews,3.6,,,
Biggies Burger,Time: 12:00 PM to 11:00 PM ,"['Fast Food', 'Burger']","Dineout Pay, QSR",500 for two people,,"['Air Conditioned', 'Home Delivery', 'Parking', 'Cards Accepted', 'Wallet Accepted']",,,4,,,
Nandhini Deluxe,Time:  (Opens at 07:00 PM)Sunday12:00 PM to 03:30 PMSunday07:00 PM to 10:30 PMMonday12:00 PM to 03:30 PMMonday07:00 PM to 10:30 PMTuesday12:00 PM to 03:30 PMTuesday07:00 PM to 10:30 PMWednesday12:00 PM to 03:30 PMWednesday07:00 PM to 10:30 PMThursday12:00 PM to 03:30 PMThursday07:00 PM to 10:30 PMFriday12:00 PM to 03:30 PMFriday07:00 PM to 10:30 PMSaturday12:00 PM to 03:30 PMSaturday07:00 PM to 10:30 PM,"['Andhra', 'North Indian', 'Chinese', 'Chettinad']","Dineout Pay, Casual Dining",800 for two people,"Chicken Biryani, Golden Baby Corn, Carrot 65, Guntur Chicken Dry, Chicken Garlic, Mutton Paper Roast.","['Air Conditioned', 'Home Delivery', 'Serves Alcohol', 'Parking', 'Cards Accepted', 'Live Screening', 'Wallet Accepted']",3 Votes,No Reviews,3.3,,,
Smokey Garage Cafe,Time: 11:00 AM to 11:00 PM ,"['Fast Food', 'Burger', 'Beverages']","Cafe, Dineout Pay",500 for two people,"Burger, Sandwich, Maggie, Pasta, Sizzlers, Mocktails.","['Parking', 'Cards Accepted', 'Hookah', 'Live Screening', 'Wallet Accepted']",39 Votes,5 Reviews,3.9,,,
Chameleon Lounge Bar,Time: 12:00 PM to 10:00 PM ,"['Fast Food', 'North Indian']","Dineout Pay, Nightlife","1,400 for two people",,"['Smoking Area', 'Air Conditioned', 'Lift', 'Wifi', 'Valet Available', 'Serves Alcohol', 'Parking', 'Differently Abled Friendly', 'Cards Accepted', 'Outdoor Seating', 'Live Screening', 'Wallet Accepted']",105 Votes,15 Reviews,4,,,
House Of commons,Time: 10:30 AM to 01:00 AM ,"['Chinese', 'North Indian', 'Continental', 'Italian', 'Finger Food', 'Desserts']","Dineout Pay, Opening Soon, Nightlife","1,400 for two people","Falafel In Pita, Wok Tossed Calamari, Greek Loaded Potatoes, Murg Nawabi Tangri, Nutella Cake, Heirloom Beetroot & Orange Feta Salad.","['Smoking Area', 'Air Conditioned', 'DJ', 'Lift', 'Parking', 'Differently Abled Friendly', 'Cards Accepted', 'Full Bar Available', 'Candle Light Dinner', 'Live Screening', 'Wallet Accepted']",,,4.5,,,
Have More Punjabi Restaurant,Time: 11:00 AM to 11:00 PM ,"['Mughlai', 'North Indian']","Dineout Pay, Casual Dining",600 for two people,"Lassi, Punjabi Chicken, Tandoori Chicken, Rice, Paratha, Butter Chicken, Salad","['Air Conditioned', 'Home Delivery', 'Parking', 'Cards Accepted']",8 Votes,2 Reviews,4.2,,,
Kanti Sweets,Time: 09:00 AM to 10:00 PM ,['Desserts'],QSR,500 for two people,,"['Home Delivery', 'Cards Accepted', 'Wallet Accepted']",4 Votes,No Reviews,4.7,,,
Checkpost,Time: 07:00 AM to 11:00 PM ,"['North Indian', 'Chinese', 'Seafood']",Casual Dining,600 for two people,"Murgh Banu Masala, Malai Kofta Curry, Palak Paneer, Veg Kolhapuri.","['Air Conditioned', 'Home Delivery', 'Parking', 'Cards Accepted', 'Outdoor Seating', 'Wallet Accepted']",4 Votes,2 Reviews,3.6,,,
Cinders Rooftop Barbeque,Time: 12:00 PM to 11:00 PM ,"['North Indian', 'Italian', 'Chinese']","Dineout Pay, Casual Dining","1,500 for two people","Chilli Paneer, Paneer Tikka, Chicken Tikka, Murgh Khasiyat, Prawns Ghee Roast, Chicken Curry.","['Smoking Area', 'Air Conditioned', 'Lift', 'Wifi', 'Valet Available', 'Serves Alcohol', 'Parking', 'Live Performance', 'Cards Accepted', 'Outdoor Seating', 'Poolside', 'Roof Top', 'Live Screening']",192 Votes,48 Reviews,4,,,
Paakashala,Time: 11:00 AM to 11:00 PM ,"['North Indian', 'South Indian', 'Chinese']","Dineout Pay, Casual Dining",800 for two people,"Rava Idly, Kesari Bath, Finger Chips, Paneer Tikka, Butter Plain Dosa.","['Air Conditioned', 'Lift', 'Home Delivery', 'Parking', 'Cards Accepted', 'Wallet Accepted']",23 Votes,4 Reviews,4.2,,,
Sky Garden,Time: 11:00 AM to 11:59 PM ,"['North Indian', 'Continental', 'Chinese']","Dineout Pay, Casual Dining","1,800 for two people","Curry Leaf Lemon Butter Garlic Prawns,Schezwan Hot Pan Fired Wine Chicken,Lotus Stem Chips in Plum Sauce,Peri-Peri Chicken Leg with Paprika Cheese Sauce.","['Smoking Area', 'Lift', 'Valet Available', 'Serves Alcohol', 'Parking', 'Cards Accepted', 'Outdoor Seating', 'Roof Top']",171 Votes,39 Reviews,4.1,,,
California Burrito,Time: 11:00 AM to 11:00 PM ,"['Fast Food', 'Mexican']","Dineout Pay, QSR",500 for two people,"Nachos, Crispy Peri Peri Chicken, BBQ Paneer, Popcorn Mushroom, Crispy Chicken.","['Air Conditioned', 'Home Delivery', 'Cards Accepted', 'Wallet Accepted']",129 Votes,9 Reviews,4.4,,,
Dialogues Cafe,Time: 10:00 AM to 09:00 PM ,"['Continental', 'Chinese', 'Italian', 'Fast Food']","Cafe, Dineout Pay",800 for two people,"Combos, Rolls, Pastas, Cold Coffee, Shakes, Wedges, Chinese Bhel, Lemon Coriander Paneer.","['Smoking Area', 'Air Conditioned', 'Lift', 'Wifi', 'Cards Accepted', 'Outdoor Seating', 'Wallet Accepted']",8 Votes,3 Reviews,4.2,,,
Beijing Bites,Time:  (Opens at 07:00 PM)Sunday11:00 AM to 03:30 PMSunday07:00 PM to 11:00 PMMonday11:00 AM to 03:30 PMMonday07:00 PM to 11:00 PMTuesday11:00 AM to 03:30 PMTuesday07:00 PM to 11:00 PMWednesday11:00 AM to 03:30 PMWednesday07:00 PM to 11:00 PMThursday11:00 AM to 03:30 PMThursday07:00 PM to 11:00 PMFriday11:00 AM to 03:30 PMFriday07:00 PM to 11:00 PMSaturday11:00 AM to 03:30 PMSaturday07:00 PM to 11:00 PM,"['Thai', 'Chinese', 'Asian']","Dineout Pay, Casual Dining",600 for two people,"Dragon Rolls, Chowmein, Momos, Hakka Noodles, Chilli Chicken, Manchurian.","['Air Conditioned', 'Home Delivery', 'Cards Accepted', 'Live Screening', 'Wallet Accepted']",67 Votes,9 Reviews,4.2,,,
